Year,Category,Actuals,Annualized_CR,PresBud,PresBud_vs_Annualized_CR,Enacted,PresBud_vs_Enacted
2017,Categorical Grant:  Beaches Protection,9549.0,0.0,9549.0,,9868.1,
2017,Categorical Grant:  Brownfields,47745.0,49500.0,1755.0,,48202.5,
2017,Categorical Grant:  Multipurpose Grants,21000.0,0.0,21000.0,,0.0,
2017,,,,,,,
2017,,,,,,,
2017,,,,,,,
2017,"Subtotal, Categorical Grants",1081041.0,1158400.0,77359.0,,1071776.2,
2017,Congressional Priorities,,,,,,
2017,Congressionally Mandated Projects,0.0,0.0,0.0,,14797.9,
2017,"Total, State and Tribal Assistance Grants",3518161.0,3280400.0,237761.0,,3573153.5,
2017,Hazardous Waste Electronic Manifest System Fund,,,,,,
2017,Resource Conservation and Recovery Act (RCRA),,,,,,
2017,RCRA:  Waste Management,3674.0,7433.0,3759.0,,1468.6,
2017,"Total, Hazardous Waste Electronic Manifest System",,,,,,
2017,Fund,3674.0,7433.0,3759.0,,1468.6,
2017,Water Infrastructure Finance and Innovation Program,,,,,,
2017,Water Quality Protection,,,,,,
2017,Water Infrastructure Finance and Innovation,0.0,20000.0,20000.0,,0.0,
2017,"Total, Water Infrastructure Finance and Innovation",,,,,,
2017,Program,0.0,20000.0,20000.0,,0.0,
2017,"SUB-TOTAL, EPA",8179887.0,8267199.0,87312.0,,8305119.0,
2017,Rescission of Prior Year Funds,40000.0,0.0,40000.0,,0.0,
2017,"SUB-TOTAL, EPA (INCLUDING RESCISSIONS)",8139887.0,8267199.0,127312.0,,8305119.0,
2017,Hurricane Sandy Supplemental,0.0,0.0,0.0,,686.0,
2017,"TOTAL, EPA",8139887.0,8267199.0,127312.0,,8305805.0,
2017,,,,,,,
2017,,,,,,85858585858585.0,
2016,Science & Technology,,,,,,
2016,Clean Air and Climate,,,,,,
2016,Clean Air Allowance Trading Programs,8220.0,,7808.0,,8298.0,490.0
2016,Climate Protection Program,11794.6,,8124.0,,8018.0,106.0
2016,Federal Support for Air Quality Management,5689.7,,8493.0,,6923.0,1570.0
2016,Federal Vehicle and Fuels Standards and Certification,84638.8,,100419.0,,93302.0,7117.0
2016,"Subtotal, Clean Air and Climate",110343.1,,124844.0,,116541.0,8303.0
2016,Indoor Air and Radiation,,,,,,
2016,Indoor Air:  Radon Program,219.3,,0.0,,198.0,198.0
2016,Radiation:  Protection,2586.6,,2160.0,,1984.0,176.0
2016,Radiation:  Response Preparedness,4162.2,,4043.0,,3526.0,517.0
2016,Reduce Risks from Indoor Air,245.5,,412.0,,289.0,123.0
2016,"Subtotal, Indoor Air and Radiation",7213.6,,6615.0,,5997.0,618.0
2016,Enforcement,,,,,,
2016,Forensics Support,14088.7,,14398.0,,13669.0,729.0
2016,Homeland Security,,,,,,
2016,Homeland Security:  Critical Infrastructure Protection,10207.3,,11871.0,,10324.0,1547.0
2016,"Homeland Security:  Preparedness, Response, and",,,,,,
2016,Recovery,27840.5,,25674.0,,26256.0,582.0
2016,Homeland Security:  Protection of EPA Personnel and,,,,,,
2016,Infrastructure,545.0,,605.0,,542.0,63.0
2016,"Subtotal, Homeland Security",38592.8,,38150.0,,37122.0,1028.0
2016,IT / Data Management / Security,,,,,,
2016,IT / Data Management,3860.8,,3196.0,,3089.0,107.0
2016,Operations and Administration,,,,,,
2016,Facilities Infrastructure and Operations,75013.3,,79170.0,,68339.0,10831.0
2016,Pesticides Licensing,,,,,,
2016,Pesticides: Protect Human Health from Pesticide Risk,3660.5,,3266.0,,3197.0,69.0
2016,Pesticides: Protect the Environment from Pesticide Risk,1960.5,,3896.0,,2316.0,1580.0
2016,Pesticides: Realize the Value of Pesticide Availability,517.2,,529.0,,514.0,15.0
2016,,,,,,,
2016,,,,,,,
2016,"Subtotal, Pesticides Licensing",6138.2,,7691.0,,6027.0,1664.0
2016,"Research:  Air, Climate and Energy",,,,,,
2016,"Research: Air, Climate and Energy",99429.8,,100342.0,,91906.0,8436.0
2016,Research:  Safe and Sustainable Water Resources,,,,,,
2016,Research: Safe and Sustainable Water Resources,120085.3,,111022.0,,107434.0,3588.0
2016,Research:  Sustainable Communities,,,,,,
2016,Research: Sustainable and Healthy Communities,160800.7,,139172.0,,149975.0,10803.0
2016,Research:  Chemical Safety and Sustainability,,,,,,
2016,Human Health Risk Assessment,37813.5,,39277.0,,39423.0,146.0
2016,Research: Chemical Safety and Sustainability,,,,,,
2016,Endocrine Disruptors,15833.3,,15417.0,,16253.0,836.0
2016,Computational Toxicology,29481.1,,33775.0,,21409.0,12366.0
2016,Research: Chemical Safety and Sustainability,,,,,,
2016,(other activities),54153.8,,52253.0,,49845.0,2408.0
2016,"Subtotal, Research: Chemical Safety and",,,,,,
2016,Sustainability,99468.2,,101445.0,,87507.0,13938.0
2016,"Subtotal, Research:  Chemical Safety and Sustainability",137281.7,,140722.0,,126930.0,13792.0
2016,Water: Human Health Protection,,,,,,
2016,Drinking Water Programs,3750.9,,3766.0,,3519.0,247.0
2016,Congressional Priorities,,,,,,
2016,Water Quality Research and Support Grants,2450.1,,0.0,,4100.0,4100.0
2016,"Total, Science & Technology",779049.0,,769088.0,,734648.0,34440.0
2016,,,,,,,
2016,,,,,,,
2016,Radiation:  Response Preparedness,2844.2,,3317.0,,2454.0,863.0
2016,Reduce Risks from Indoor Air,12437.0,,14057.0,,13552.0,505.0
2016,"Subtotal, Indoor Air and Radiation",26017.0,,30277.0,,27637.0,2640.0
2016,Brownfields,,,,,,
2016,Brownfields,23372.2,,29599.0,,25593.0,4006.0
2016,Compliance,,,,,,
2016,Compliance Monitoring,101883.5,,122424.0,,101665.0,20759.0
2016,Enforcement,,,,,,
2016,Civil Enforcement,173835.8,,185756.0,,170854.0,14902.0
2016,Criminal Enforcement,48136.0,,51917.0,,46745.0,5172.0
2016,Environmental Justice,6636.8,,13971.0,,6737.0,7234.0
2016,NEPA Implementation,15869.1,,17612.0,,16301.0,1311.0
2016,"Subtotal, Enforcement",244477.7,,269256.0,,240637.0,28619.0
2016,Geographic Programs,,,,,,
2016,Geographic Program:  Chesapeake Bay,61335.5,,70000.0,,73000.0,3000.0
2016,Geographic Program:  Gulf of Mexico,5424.2,,3908.0,,4482.0,574.0
2016,Geographic Program:  Lake Champlain,1399.0,,1399.0,,4399.0,3000.0
2016,Geographic Program:  Long Island Sound,3944.9,,2893.0,,3940.0,1047.0
2016,Geographic Program:  Other,,,,,,
2016,Lake Pontchartrain,948.0,,948.0,,948.0,0.0
2016,S.New England Estuary (SNEE),2000.0,,5000.0,,5000.0,0.0
2016,Geographic Program:  Other (other activities),1426.7,,939.0,,1445.0,506.0
2016,"Subtotal, Geographic Program:  Other",4374.7,,6887.0,,7393.0,506.0
2016,Great Lakes Restoration,288870.0,,250000.0,,300000.0,50000.0
2016,Geographic Program: South Florida,2343.5,,1340.0,,1704.0,364.0
2016,Geographic Program: San Francisco Bay,5312.4,,3988.0,,4819.0,831.0
2016,Geographic Program: Puget Sound,25009.8,,29998.0,,28000.0,1998.0
2016,"Subtotal, Geographic Programs",398014.0,,370413.0,,427737.0,57324.0
2016,Homeland Security,,,,,,
2016,Homeland Security:  Communication and Information,4073.4,,4142.0,,3771.0,371.0
2016,Homeland Security:  Critical Infrastructure Protection,648.0,,1014.0,,964.0,50.0
2016,Homeland Security:  Protection of EPA Personnel and,,,,,,
2016,Infrastructure,4805.0,,5118.0,,5460.0,342.0
2016,"Subtotal, Homeland Security",9526.4,,10274.0,,10195.0,79.0
2016,,,,,,,
2016,,,,,,,
2016,State and Local Prevention and Preparedness,13802.7,,27783.0,,15666.0,12117.0
2016,TRI / Right to Know,13765.0,,14691.0,,14616.0,75.0
2016,Tribal - Capacity Building,13749.5,,15600.0,,14063.0,1537.0
2016,Executive Management and Operations,47471.0,,48972.0,,46276.0,2696.0
2016,Environmental Education,7520.3,,10969.0,,8702.0,2267.0
2016,Exchange Network,19602.1,,25361.0,,16995.0,8366.0
2016,Small Minority Business Assistance,1766.8,,1971.0,,1641.0,330.0
2016,Small Business Ombudsman,1604.0,,2296.0,,2031.0,265.0
2016,Children and Other Sensitive Populations: Agency,,,,,,
2016,Coordination,5888.0,,8035.0,,6548.0,1487.0
2016,"Subtotal, Information Exchange / Outreach",125169.4,,155678.0,,126538.0,29140.0
2016,International Programs,,,,,,
2016,US Mexico Border,3607.7,,3307.0,,2978.0,329.0
2016,International Sources of Pollution,6673.7,,7245.0,,6938.0,307.0
2016,Trade and Governance,5761.3,,6009.0,,5484.0,525.0
2016,"Subtotal, International Programs",16042.7,,16561.0,,15400.0,1161.0
2016,IT / Data Management / Security,,,,,,
2016,Information Security,5861.0,,6666.0,,6309.0,357.0
2016,IT / Data Management,90118.6,,96395.0,,84227.0,12168.0
2016,"Subtotal, IT / Data Management / Security",95979.6,,103061.0,,90536.0,12525.0
2016,Legal / Science / Regulatory / Economic Review,,,,,,
2016,Integrated Environmental Strategies,14012.7,,21937.0,,12724.0,9213.0
2016,Administrative Law,4321.0,,5039.0,,5120.0,81.0
2016,Alternative Dispute Resolution,1262.4,,1452.0,,1397.0,55.0
2016,Civil Rights / Title VI Compliance,9315.3,,11793.0,,11070.0,723.0
2016,Legal Advice: Environmental Program,42816.4,,52411.0,,42027.0,10384.0
2016,Legal Advice: Support Program,14231.3,,18662.0,,16907.0,1755.0
2016,Regional Science and Technology,2338.2,,2941.0,,2176.0,765.0
2016,Science Advisory Board,4685.1,,6072.0,,5110.0,962.0
2016,Regulatory/Economic-Management and Analysis,14408.3,,18479.0,,14883.0,3596.0
2016,"Subtotal, Legal / Science / Regulatory / Economic Review",107390.7,,138786.0,,111414.0,27372.0
2016,Operations and Administration,,,,,,
2016,"Central Planning, Budgeting, and Finance",73721.3,,76057.0,,72851.0,3206.0
2016,Facilities Infrastructure and Operations,305366.3,,312180.0,,310399.0,1781.0
2016,Acquisition Management,34537.6,,37974.0,,30761.0,7213.0
2016,Human Resources Management,39052.3,,51344.0,,43843.0,7501.0
2016,Financial Assistance Grants / IAG Management,23371.7,,27847.0,,24897.0,2950.0
2016,,,,,,,
2016,,,,,,,
2016,"Subtotal, Operations and Administration",476049.2,,505402.0,,482751.0,22651.0
2016,Pesticides Licensing,,,,,,
2016,Science Policy and Biotechnology,1532.7,,1532.0,,1400.0,132.0
2016,Pesticides: Protect Human Health from Pesticide Risk,50633.7,,60019.0,,55698.0,4321.0
2016,Pesticides: Protect the Environment from Pesticide Risk,36085.1,,39805.0,,35470.0,4335.0
2016,Pesticides: Realize the Value of Pesticide Availability,10175.5,,10409.0,,9795.0,614.0
2016,"Subtotal, Pesticides Licensing",98427.0,,111765.0,,102363.0,9402.0
2016,Resource Conservation and Recovery Act (RCRA),,,,,,
2016,RCRA:  Corrective Action,36578.7,,37048.0,,36438.0,610.0
2016,RCRA:  Waste Management,58104.9,,63413.0,,59958.0,3455.0
2016,RCRA:  Waste Minimization & Recycling,9213.5,,10781.0,,8481.0,2300.0
2016,"Subtotal, Resource Conservation and Recovery Act",,,,,,
2016,(RCRA),103897.1,,111242.0,,104877.0,6365.0
2016,Toxics Risk Review and Prevention,,,,,,
2016,Endocrine Disruptors,5638.5,,4259.0,,7553.0,3294.0
2016,Pollution Prevention Program,15056.4,,13416.0,,13114.0,302.0
2016,Toxic Substances:  Chemical Risk Management,209.2,,0.0,,0.0,0.0
2016,Toxic Substances:  Chemical Risk Review and,,,,,,
2016,Reduction,56133.9,,56304.0,,58135.0,1831.0
2016,Toxic Substances:  Lead Risk Reduction Program,14648.9,,13726.0,,13719.0,7.0
2016,"Subtotal, Toxics Risk Review and Prevention",91686.9,,87705.0,,92521.0,4816.0
2016,Underground Storage Tanks (LUST / UST),,,,,,
2016,LUST / UST,11979.2,,11657.0,,11295.0,362.0
2016,Water:  Ecosystems,,,,,,
2016,National Estuary Program / Coastal Waterways,24385.2,,27310.0,,26723.0,587.0
2016,Wetlands,20629.1,,23334.0,,21065.0,2269.0
2016,"Subtotal, Water:  Ecosystems",45014.3,,50644.0,,47788.0,2856.0
2016,Water: Human Health Protection,,,,,,
2016,Beach / Fish Programs,1505.4,,750.0,,2015.0,1265.0
2016,Drinking Water Programs,95283.5,,125018.0,,96492.0,28526.0
2016,"Subtotal, Water: Human Health Protection",96788.9,,125768.0,,98507.0,27261.0
2016,Water Quality Protection,,,,,,
2016,Marine Pollution,11877.3,,10481.0,,10628.0,147.0
2016,Surface Water Protection,198879.2,,238818.0,,199789.0,39029.0
2016,,,,,,,
2016,,,,,,,
2016,Water Infrastructure Finance and Innovation,0.0,,5000.0,,0.0,5000.0
2016,"Subtotal, Water Quality Protection",210756.5,,254299.0,,210417.0,43882.0
2016,Congressional Priorities,,,,,,
2016,Water Quality Research and Support Grants,12700.0,,0.0,,12700.0,12700.0
2016,"Total, Environmental Program & Management",2566449.2,,2841718.0,,2613679.0,228039.0
2016,Inspector General,,,,,,
2016,"Audits, Evaluations, and Investigations",,,,,,
2016,"Audits, Evaluations, and Investigations",41448.0,,50099.0,,41489.0,8610.0
2016,"Total, Inspector General",41448.0,,50099.0,,41489.0,8610.0
2016,Building and Facilities,,,,,,
2016,Homeland Security,,,,,,
2016,Homeland Security:  Protection of EPA Personnel and,,,,,,
2016,Infrastructure,4158.7,,7875.0,,6676.0,1199.0
2016,Operations and Administration,,,,,,
2016,Facilities Infrastructure and Operations,23532.6,,43632.0,,35641.0,7991.0
2016,"Total, Building and Facilities",27691.3,,51507.0,,42317.0,9190.0
2016,Hazardous Substance Superfund,,,,,,
2016,Indoor Air and Radiation,,,,,,
2016,Radiation:  Protection,1992.1,,2180.0,,1985.0,195.0
2016,"Audits, Evaluations, and Investigations",,,,,,
2016,"Audits, Evaluations, and Investigations",9435.9,,8459.0,,9939.0,1480.0
2016,Compliance,,,,,,
2016,Compliance Monitoring,1014.9,,1067.0,,995.0,72.0
2016,Enforcement,,,,,,
2016,Criminal Enforcement,7430.4,,7643.0,,7243.0,400.0
2016,Environmental Justice,609.1,,609.0,,581.0,28.0
2016,Forensics Support,2291.2,,1124.0,,1083.0,41.0
2016,Superfund:  Enforcement,161712.6,,156539.0,,150257.0,6282.0
2016,Superfund: Federal Facilities Enforcement,7536.8,,7348.0,,7211.0,137.0
2016,"Subtotal, Enforcement",179580.1,,173263.0,,166375.0,6888.0
2016,Homeland Security,,,,,,
2016,,78.0,,,,,
2016,,,,,,,
2016,,,,,,,
2016,"Homeland Security:  Preparedness, Response, and",,,,,,
2016,Recovery,35513.6,,32654.0,,35265.0,2611.0
2016,Homeland Security:  Protection of EPA Personnel and,,,,,,
2016,Infrastructure,1057.1,,1113.0,,1097.0,16.0
2016,"Subtotal, Homeland Security",36570.7,,33767.0,,36362.0,2595.0
2016,Information Exchange / Outreach,,,,,,
2016,Exchange Network,1383.0,,1366.0,,1328.0,38.0
2016,IT / Data Management / Security,,,,,,
2016,Information Security,705.1,,704.0,,683.0,21.0
2016,IT / Data Management,15129.1,,14938.0,,13802.0,1136.0
2016,"Subtotal, IT / Data Management / Security",15834.2,,15642.0,,14485.0,1157.0
2016,Legal / Science / Regulatory / Economic Review,,,,,,
2016,Alternative Dispute Resolution,888.0,,774.0,,750.0,24.0
2016,Legal Advice: Environmental Program,506.3,,467.0,,503.0,36.0
2016,"Subtotal, Legal / Science / Regulatory / Economic Review",1394.3,,1241.0,,1253.0,12.0
2016,Operations and Administration,,,,,,
2016,"Central Planning, Budgeting, and Finance",21723.1,,24277.0,,22352.0,1925.0
2016,Facilities Infrastructure and Operations,70445.1,,78160.0,,75055.0,3105.0
2016,Acquisition Management,23499.7,,23923.0,,21989.0,1934.0
2016,Human Resources Management,6590.7,,7953.0,,5984.0,1969.0
2016,Financial Assistance Grants / IAG Management,3221.4,,3027.0,,2725.0,302.0
2016,"Subtotal, Operations and Administration",125480.0,,137340.0,,128105.0,9235.0
2016,Research: Sustainable Communities,,,,,,
2016,Research: Sustainable and Healthy Communities,14450.2,,12220.0,,14032.0,1812.0
2016,Research:  Chemical Safety and Sustainability,,,,,,
2016,Human Health Risk Assessment,3113.9,,2831.0,,2843.0,12.0
2016,Superfund Cleanup,,,,,,
2016,Superfund:  Emergency Response and Removal,190290.6,,190732.0,,181306.0,9426.0
2016,Superfund:  EPA Emergency Preparedness,7710.2,,7843.0,,7636.0,207.0
2016,Superfund:  Federal Facilities,23610.5,,26265.0,,21125.0,5140.0
2016,Superfund:  Remedial,555236.7,,539618.0,,501000.0,38618.0
2016,"Subtotal, Superfund Cleanup",776848.0,,764458.0,,711067.0,53391.0
2016,"Total, Hazardous Substance Superfund",1167097.3,,1153834.0,,1088769.0,65065.0
2016,Leaking Underground Storage Tanks,,,,,,
2016,Enforcement,,,,,,
2016,Civil Enforcement,642.4,,627.0,,620.0,7.0
2016,Operations and Administration,,,,,,
2016,"Central Planning, Budgeting, and Finance",677.0,,440.0,,421.0,19.0
2016,Facilities Infrastructure and Operations,797.4,,1103.0,,792.0,311.0
2016,Acquisition Management,147.4,,138.0,,139.0,1.0
2016,"Subtotal, Operations and Administration",1621.8,,1681.0,,1352.0,329.0
2016,Underground Storage Tanks (LUST / UST),,,,,,
2016,LUST / UST,10031.9,,9409.0,,9240.0,169.0
2016,LUST Cooperative Agreements,56874.7,,54402.0,,55040.0,638.0
2016,LUST Prevention,26175.3,,28859.0,,25369.0,3490.0
2016,"Subtotal, Underground Storage Tanks (LUST / UST)",93081.9,,92670.0,,89649.0,3021.0
2016,Research: Sustainable Communities,,,,,,
2016,Research: Sustainable and Healthy Communities,327.7,,348.0,,320.0,28.0
2016,"Total, Leaking Underground Storage Tanks",95673.8,,95326.0,,91941.0,3385.0
2016,,,,,,,
2016,,,,,,,
2016,Brownfields Projects,97731.5,,110000.0,,80000.0,30000.0
2016,Infrastructure Assistance:  Clean Water SRF,1547252.7,,1116000.0,,1448887.0,332887.0
2016,Infrastructure Assistance:  Drinking Water SRF,892647.9,,1186000.0,,906896.0,279104.0
2016,Infrastructure Assistance:  Mexico Border,5000.0,,5000.0,,5000.0,0.0
2016,Diesel Emissions Reduction Grant Program,20674.3,,10000.0,,30000.0,20000.0
2016,Targeted Airshed Grants,0.0,,0.0,,10000.0,10000.0
2016,"Subtotal, State and Tribal Assistance Grants (STAG)",2573377.3,,2437000.0,,2490783.0,53783.0
2016,Categorical Grants,,,,,,
2016,Categorical Grant:  Nonpoint Source (Sec. 319),155708.1,,164915.0,,159252.0,5663.0
2016,Categorical Grant:  Public Water System Supervision,,,,,,
2016,(PWSS),102692.9,,109700.0,,101963.0,7737.0
2016,Categorical Grant:  State and Local Air Quality,,,,,,
2016,Management,229785.7,,268229.0,,228219.0,40010.0
2016,Categorical Grant:  Radon,8602.9,,0.0,,8051.0,8051.0
2016,Categorical Grant:  Pollution Control (Sec. 106),,,,,,
2016,Monitoring Grants,18270.3,,18500.0,,17848.0,652.0
2016,Categorical Grant:  Pollution Control (Sec.,,,,,,
2016,106) (other activities),215338.3,,230664.0,,212958.0,17706.0
2016,"Subtotal, Categorical Grant:  Pollution Control (Sec.",,,,,,
2016,106),233608.6,,249164.0,,230806.0,18358.0
2016,Categorical Grant:  Wetlands Program Development,12290.5,,19661.0,,14661.0,5000.0
2016,Categorical Grant:  Underground Injection Control,,,,,,
2016,(UIC),10470.6,,10506.0,,10506.0,0.0
2016,Categorical Grant:  Pesticides Program Implementation,13665.6,,13201.0,,12701.0,500.0
2016,Categorical Grant:  Lead,13878.6,,14049.0,,14049.0,0.0
2016,Categorical Grant:  Hazardous Waste Financial,,,,,,
2016,Assistance,98153.1,,99693.0,,99693.0,0.0
2016,Categorical Grant:  Pesticides Enforcement,18386.6,,18050.0,,18050.0,0.0
2016,Categorical Grant:  Pollution Prevention,4853.4,,4765.0,,4765.0,0.0
2016,Categorical Grant:  Toxics Substances Compliance,4951.7,,4919.0,,4919.0,0.0
2016,Categorical Grant:  Tribal General Assistance Program,68241.1,,96375.0,,65476.0,30899.0
2016,Categorical Grant:  Underground Storage Tanks,1535.9,,1498.0,,1498.0,0.0
2016,Categorical Grant:  Tribal Air Quality Management,12442.3,,12829.0,,12829.0,0.0
2016,Categorical Grant:  Environmental Information,12453.0,,25346.0,,9646.0,15700.0
2016,Categorical Grant:  Beaches Protection,9628.6,,0.0,,9549.0,9549.0
2016,Categorical Grant:  Brownfields,47622.6,,49500.0,,47745.0,1755.0
2016,"Subtotal, Categorical Grants",1058971.8,,1162400.0,,1054378.0,108022.0
2016,Congressional Priorities,,,,,,
2016,Congressionally Mandated Projects,9922.4,,0.0,,0.0,0.0
2016,"Total, State and Tribal Assistance Grants",3642271.5,,3599400.0,,3545161.0,54239.0
2016,,,,,,,
2016,Hazardous Waste Electronic Manifest System Fund,,,,,,
2016,Resource Conservation and Recovery Act (RCRA),,,,,,
2016,RCRA:  Waste Management,2626.5,,7368.0,,3674.0,3694.0
2016,"Total, Hazardous Waste Electronic Manifest System",,,,,,
2016,Fund,2626.5,,7368.0,,3674.0,3694.0
2016,Rescission of Prior Year Funds,0.0,,0.0,,40000.0,40000.0
2016,Hurricane Sandy Supplemental,570086.7,,0.0,,0.0,0.0
2016,"TOTAL, EPA",8909296.4,,8591718.0,,8139887.0,451831.0
2016,"*For ease of comparison, Superfund transfer resources for the audit and research functions are shown in the Superfund account.",,,,,,
2014,Science & Technology,,,,,,
2014,Clean Air and Climate,,,,,,
2014,Clean Air Allowance Trading Programs,10189.4,9183.0,9594.0,,9082.0,512.0
2014,Climate Protection Program,14063.3,16445.0,8313.0,,16319.0,8006.0
2014,Federal Support for Air Quality,,,,,,
2014,Management,6964.6,7137.0,7690.0,,7091.0,599.0
2014,Federal Support for Air Toxics Program,218.0,0.0,0.0,,0.0,0.0
2014,Federal Vehicle and Fuels Standards,,,,,,
2014,and Certification,88102.3,92398.0,100374.0,,91886.0,8488.0
2014,"Subtotal, Clean Air and Climate",119537.6,125163.0,125971.0,,124378.0,1593.0
2014,Indoor Air and Radiation,,,,,,
2014,Indoor Air:  Radon Program,254.3,210.0,0.0,,210.0,210.0
2014,Reduce Risks from Indoor Air,351.7,372.0,428.0,,370.0,58.0
2014,Radiation:  Protection,2072.6,2102.0,2133.0,,2094.0,39.0
2014,Radiation:  Response Preparedness,3783.5,4086.0,4097.0,,4076.0,21.0
2014,"Subtotal, Indoor Air and Radiation",6462.1,6770.0,6658.0,,6750.0,92.0
2014,Enforcement,,,,,,
2014,Forensics Support,16352.8,15302.0,15874.0,,15269.0,605.0
2014,Appropriation,,,,,,
2014,Program Area,,,,,,
2014,Program Project,,,,,,
2014,Sub-Program Project,,,,,,
2014,Homeland Security:  Protection of EPA,,,,,,
2014,Personnel and Infrastructure,577.0,584.0,579.0,,578.0,1.0
2014,"Subtotal, Homeland Security",38972.3,42088.0,40016.0,,41774.0,1758.0
2014,IT / Data Management / Security,,,,,,
2014,IT / Data Management,3250.7,3669.0,4029.0,,3652.0,377.0
2014,Operations and Administration,,,,,,
2014,Facilities Infrastructure and Operations,,,,,,
2014,Rent,33901.0,33901.0,34489.0,,33901.0,588.0
2014,Utilities,19522.7,20162.0,21010.0,,20162.0,848.0
2014,Security,10564.3,10696.0,11172.0,,10696.0,476.0
2014,Facilities Infrastructure and,,,,,,
2014,Operations (other activities),8940.5,7675.0,9019.0,,7260.0,1759.0
2014,"Subtotal, Facilities Infrastructure and",,,,,,
2014,Operations,72928.5,72434.0,75690.0,,72019.0,3671.0
2014,"Subtotal, Operations and Administration",72928.5,72434.0,75690.0,,72019.0,3671.0
2014,Pesticides Licensing,,,,,,
2014,Pesticides: Protect Human Health from,,,,,,
2014,Pesticide Risk,3532.4,3771.0,3425.0,,3757.0,332.0
2014,Pesticides: Protect the Environment,,,,,,
2014,from Pesticide Risk,2249.1,2296.0,2293.0,,2289.0,4.0
2014,Pesticides: Realize the Value of,,,,,,
2014,Pesticide Availability,417.8,519.0,510.0,,517.0,7.0
2014,"Subtotal, Pesticides Licensing",6199.3,6586.0,6228.0,,6563.0,335.0
2014,"Research:  Air, Climate and Energy",,,,,,
2014,"Research: Air, Climate and Energy",,,,,,
2014,Human Health,772.7,0.0,0.0,,0.0,0.0
2014,Global Change,22198.7,18346.0,20440.0,,18213.0,2227.0
2014,Clean Air,78552.4,78333.0,83225.0,,77841.0,5384.0
2014,"Research: Air, Climate and",,,,,,
2014,Energy (other activities),2107.7,2004.0,2059.0,,1994.0,65.0
2014,"Subtotal, Research: Air, Climate and",,,,,,
2014,Energy,103631.5,98683.0,105724.0,,98048.0,7676.0
2014,"Subtotal, Research:  Air, Climate and",,,,,,
2014,Energy,103631.5,98683.0,105724.0,,98048.0,7676.0
2014,,90.0,,,,,
2014,Appropriation,,,,,,
2014,Program Area,,,,,,
2014,Program Project,,,,,,
2014,Sub-Program Project,,,,,,
2014,Research:  Safe and Sustainable Water,,,,,,
2014,Resources,,,,,,
2014,Research: Safe and Sustainable Water,,,,,,
2014,Resources,,,,,,
2014,Drinking Water,10608.7,50454.0,50973.0,,50152.0,821.0
2014,Water Quality,15098.7,62944.0,66859.0,,62584.0,4275.0
2014,Research: Safe and,,,,,,
2014,Sustainable Water Resources,,,,,,
2014,(other activities),88550.2,51.0,52.0,,50.0,2.0
2014,"Subtotal, Research: Safe and",,,,,,
2014,Sustainable Water Resources,114257.6,113449.0,117884.0,,112786.0,5098.0
2014,"Subtotal, Research:  Safe and Sustainable",,,,,,
2014,Water Resources,114257.6,113449.0,117884.0,,112786.0,5098.0
2014,Research:  Sustainable Communities,,,,,,
2014,Research: Sustainable and Healthy,,,,,,
2014,Communities,,,,,,
2014,Human Health,43826.9,45028.0,43120.0,,44697.0,1577.0
2014,Ecosystems,59797.6,61015.0,59972.0,,60723.0,751.0
2014,Research: Sustainable and,,,,,,
2014,Healthy Communities (other,,,,,,
2014,activities),69899.3,68612.0,44280.0,,68105.0,23825.0
2014,"Subtotal, Research: Sustainable and",,,,,,
2014,Healthy Communities,173523.8,174655.0,147372.0,,173525.0,26153.0
2014,"Subtotal, Research:  Sustainable",,,,,,
2014,Communities,173523.8,174655.0,147372.0,,173525.0,26153.0
2014,Research:  Chemical Safety and,,,,,,
2014,Sustainability,,,,,,
2014,Human Health Risk Assessment,43342.5,39512.0,40219.0,,39336.0,883.0
2014,Research: Chemical Safety and,,,,,,
2014,Sustainability,,,,,,
2014,Human Health,7080.2,0.0,0.0,,0.0,0.0
2014,Endocrine Disruptors,16409.4,16983.0,15896.0,,16861.0,965.0
2014,Computational Toxicology,23045.4,21028.0,21409.0,,20849.0,560.0
2014,Research: Chemical Safety,,,,,,
2014,and Sustainability (other,,,,,,
2014,activities),46612.9,53428.0,57320.0,,53144.0,4176.0
2014,"Subtotal, Research: Chemical Safety",,,,,,
2014,and Sustainability,93147.9,91439.0,94625.0,,90854.0,3771.0
2014,"Subtotal, Research:  Chemical Safety and",,,,,,
2014,Sustainability,136490.4,130951.0,134844.0,,130190.0,4654.0
2014,,91.0,,,,,
2014,Appropriation,,,,,,
2014,Program Area,,,,,,
2014,Program Project,,,,,,
2014,Sub-Program Project,,,,,,
2014,Water:   Human Health Protection,,,,,,
2014,Drinking Water Programs,3728.2,3788.0,3636.0,,3782.0,146.0
2014,Congressional Priorities,,,,,,
2014,Water Quality Research and Support,,,,,,
2014,Grants,60.0,5048.0,0.0,,4992.0,4992.0
2014,"Total, Science & Technology",795394.8,798586.0,783926.0,,793728.0,9802.0
2014,Environmental Program & Management,,,,,,
2014,Clean Air and Climate,,,,,,
2014,Clean Air Allowance Trading Programs,20266.2,20805.0,20469.0,,20680.0,211.0
2014,Sub-Program Project,,,,,,
2014,Enforcement,,,,,,
2014,Civil Enforcement,177402.3,177516.0,189192.0,,177290.0,11902.0
2014,Criminal Enforcement,49545.3,48207.0,53609.0,,48123.0,5486.0
2014,Environmental Justice,7164.8,6895.0,6954.0,,6848.0,106.0
